level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3509	-1	
2	1	1	0	0	0	131	219	2090	36	-1	
3	1	1	1	0	0	131	219	2090	36	-1	
4	1	1	1	1	0	131	219	2090	36	-1	
5	1	1	1	1	1	131	223	55	28	95.617538	No.
5	1	1	1	1	2	202	222	42	29	93.131432	20
5	1	1	1	1	3	256	240	11	4	92.819000	-
5	1	1	1	1	4	294	222	150	29	96.846420	Vendredi
5	1	1	1	1	5	455	222	41	29	96.941727	29
5	1	1	1	1	6	506	223	127	28	96.316841	Janvier
5	1	1	1	1	7	644	223	81	28	96.616219	2016
5	1	1	1	1	8	939	226	55	26	96.726578	<<
5	1	1	1	1	9	1009	219	60	34	96.554466	LE
5	1	1	1	1	10	1085	219	261	36	93.815742	MONITEUR
5	1	1	1	1	11	1362	227	55	26	96.102890	>>
5	1	1	1	1	12	2183	225	38	30	86.339310	21
2	1	2	0	0	0	131	257	2093	12	-1	
3	1	2	1	0	0	131	257	2093	12	-1	
4	1	2	1	1	0	131	257	2093	12	-1	
5	1	2	1	1	1	131	257	2093	12	95.000000	 
2	1	3	0	0	0	130	268	2095	20	-1	
3	1	3	1	0	0	130	268	2095	20	-1	
4	1	3	1	1	0	130	268	2095	20	-1	
5	1	3	1	1	1	130	268	2095	20	95.000000	 
2	1	4	0	0	0	196	851	209	33	-1	
3	1	4	1	0	0	196	851	209	33	-1	
4	1	4	1	1	0	196	851	209	33	-1	
5	1	4	1	1	1	196	852	127	32	93.298965	Article
5	1	4	1	1	2	338	851	67	33	91.965538	22.-
2	1	5	0	0	0	195	1417	209	31	-1	
3	1	5	1	0	0	195	1417	209	31	-1	
4	1	5	1	1	0	195	1417	209	31	-1	
5	1	5	1	1	1	195	1417	127	31	93.300926	Article
5	1	5	1	1	2	337	1417	67	31	87.634514	23.-
2	1	6	0	0	0	458	340	1766	144	-1	
3	1	6	1	0	0	458	340	1766	144	-1	
4	1	6	1	1	0	460	340	1764	42	-1	
5	1	6	1	1	1	460	340	59	32	96.933411	Les
5	1	6	1	1	2	537	340	155	40	96.417015	systèmes
5	1	6	1	1	3	707	341	40	31	96.258125	de
5	1	6	1	1	4	764	341	157	39	96.695511	signature
5	1	6	1	1	5	937	342	214	40	96.851944	électronique
5	1	6	1	1	6	1168	342	121	32	96.986900	utilisés
5	1	6	1	1	7	1305	348	30	26	96.904259	et
5	1	6	1	1	8	1351	342	102	32	96.820793	admis
5	1	6	1	1	9	1471	351	54	31	96.666084	par
5	1	6	1	1	10	1541	352	59	22	96.966980	une
5	1	6	1	1	11	1617	343	95	31	96.619995	entité
5	1	6	1	1	12	1729	343	257	35	96.840904	administrative,
5	1	6	1	1	13	2002	343	166	31	96.805000	différents
5	1	6	1	1	14	2184	344	40	30	96.362495	de
4	1	6	1	2	0	458	392	1765	43	-1	
5	1	6	1	2	1	458	401	80	22	93.295761	ceux
5	1	6	1	2	2	552	392	126	31	93.000992	attestés
5	1	6	1	2	3	693	401	55	31	96.330841	par
5	1	6	1	2	4	760	401	40	22	96.888878	un
5	1	6	1	2	5	814	392	153	32	96.866776	certificat
5	1	6	1	2	6	980	393	214	40	96.317490	électronique
5	1	6	1	2	7	1207	393	142	40	96.503555	qualifié,
5	1	6	1	2	8	1364	400	136	34	96.652046	peuvent
5	1	6	1	2	9	1512	394	63	30	96.954865	être
5	1	6	1	2	10	1589	403	155	21	96.274345	reconnus
5	1	6	1	2	11	1759	395	120	30	96.638168	valides
5	1	6	1	2	12	1893	404	55	31	96.965622	par
5	1	6	1	2	13	1959	395	139	30	95.703537	d’autres
5	1	6	1	2	14	2111	395	112	30	96.987892	entités
4	1	6	1	3	0	459	443	1571	41	-1	
5	1	6	1	3	1	459	443	264	31	96.461746	administratives
5	1	6	1	3	2	736	444	253	30	95.943802	conformément
5	1	6	1	3	3	1003	453	60	21	96.572952	aux
5	1	6	1	3	4	1077	444	158	40	95.776283	principes
5	1	6	1	3	5	1249	445	39	30	97.018875	de
5	1	6	1	3	6	1302	445	184	39	96.364021	réciprocité
5	1	6	1	3	7	1499	451	31	25	96.638992	et
5	1	6	1	3	8	1543	446	39	30	96.511681	de
5	1	6	1	3	9	1597	446	260	30	96.080299	reconnaissance
5	1	6	1	3	10	1873	446	157	30	96.763474	mutuelle.
2	1	7	0	0	0	457	545	1766	246	-1	
3	1	7	1	0	0	457	545	1766	246	-1	
4	1	7	1	1	0	459	545	1764	43	-1	
5	1	7	1	1	1	459	546	42	30	96.443535	Le
5	1	7	1	1	2	519	545	130	31	96.764526	Conseil
5	1	7	1	1	3	668	546	168	39	96.296242	Supérieur
5	1	7	1	1	4	851	546	41	30	93.303719	de
5	1	7	1	1	5	909	546	288	31	90.251617	l’Administration
5	1	7	1	1	6	1214	551	31	26	96.305786	et
5	1	7	1	1	7	1260	546	40	31	96.862030	de
5	1	7	1	1	8	1318	547	29	30	96.925209	la
5	1	7	1	1	9	1364	547	152	31	96.468414	Fonction
5	1	7	1	1	10	1534	547	169	41	96.582809	Publiques
5	1	7	1	1	11	1720	547	129	41	95.797089	dispose
5	1	7	1	1	12	1865	548	98	30	96.322426	d’une
5	1	7	1	1	13	1981	547	186	41	96.202972	plateforme
5	1	7	1	1	14	2183	548	40	30	96.295067	de
